Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	F:\03_raw\Grad090_LFQ_A_01.mzML.dia	F:\03_raw\Grad090_LFQ_A_02.mzML.dia	F:\03_raw\Grad090_LFQ_A_04.mzML.dia	F:\03_raw\Grad090_LFQ_A_05.mzML.dia	F:\03_raw\Grad090_LFQ_B_01.mzML.dia	F:\03_raw\Grad090_LFQ_B_02.mzML.dia	F:\03_raw\Grad090_LFQ_B_03.mzML.dia	F:\03_raw\Grad090_LFQ_B_04.mzML.dia
Q06485	Q06485	ATG33_YEAST	ATG33_YEAST	Autophagy-related protein 33	1.31461e+06	1.23717e+06	1.4948e+06	1.29533e+06	753197	680786	611748	872177
Q06488	Q06488	RSC2_YEAST	RSC2_YEAST	Chromatin structure-remodeling complex subunit RSC2	755343	758178	690221	733840	307063	264743	310641	322764
Q06489	Q06489	MTNA_YEAST	MRI1_YEAST	Methylthioribose-1-phosphate isomerase	1.85623e+06	1.86497e+06	1.96191e+06	1.8486e+06	828196	828267	864540	854911
Q06493	Q06493	YLH47_YEAST	YLH47_YEAST	LETM1 domain-containing protein YLH47, mitochondrial	461693	437488	406083	434382	141929	165070	98514.5	133534
Q06494	Q06494	PLR1_YEAST	YPR127W_YEAST	Putative pyridoxal reductase	3.41197e+06	3.60194e+06	3.50269e+06	2.75119e+06	1.59445e+06	1.63223e+06	1.75242e+06	1.67193e+06
Q06497	Q06497	ANT1_YEAST	ANT1_YEAST	Peroxisomal adenine nucleotide transporter 1	268088	295977	323106	292078	156467		132801	
Q06504	Q06504	NAT3_YEAST	NAT3_YEAST	N-terminal acetyltransferase B complex catalytic subunit NAT3	560922	583145	487214	503020	252822	249847	249820	221147
Q06505	Q06505	IWS1_YEAST	SPN1_YEAST	Transcription factor SPN1	1.85204e+06	1.88565e+06	1.84481e+06	1.85153e+06	883868	843294	897063	899232
Q06506	Q06506	RRP9_YEAST	RRP9_YEAST	Ribosomal RNA-processing protein 9	267124	322829	288128	258369	129348	104105	133602	127719
Q06508	Q06508	LOA1_YEAST	LOA1_YEAST	Lysophosphatidic acid:oleoyl-CoA acyltransferase 1	706177	661132	698310	581032	507261	377714	469623	845962
Q06511	Q06511	RRP15_YEAST	RRP15_YEAST	Ribosomal RNA-processing protein 15	2.24678e+06	2.07663e+06	2.27784e+06	2.14172e+06	907542			1.44924e+06
Q06512	Q06512	NOC4_YEAST	NOC4_YEAST	Nucleolar complex protein 4	161212	174499	224143	166673	69015.8	32421.1	64558.4	76021.8
Q06523	Q06523	YP148_YEAST	YPR148C_YEAST	Uncharacterized protein YPR148C	5.4903e+06	5.45688e+06	5.52298e+06	5.20325e+06	2.56639e+06	2.44716e+06	2.52244e+06	2.65656e+06
Q06538	Q06538	CSC1_YEAST	CSC1_YEAST	Calcium permeable stress-gated cation channel 1	682137	692556	603495	621644				
Q06543	Q06543	GPN3_YEAST	GPN3_YEAST	GPN-loop GTPase 3	236690	287083	269069	179137		87757		
Q06546	Q06546	GABPA_HUMAN	GABPA_HUMAN	GA-binding protein alpha chain	1.05851e+06	1.04174e+06	1.0317e+06	965312	1.04716e+06	1.08651e+06	1.07943e+06	1.08146e+06
Q06549	Q06549	CDD_YEAST	CDD1_YEAST	Cytidine deaminase	387563	264806	368660	331373	95947.2	113706	121123	210809
Q06580	Q06580	MLC2_YEAST	MLC2_YEAST	Myosin light chain 2	280350	276613	276565	232894	120667	106228	123461	135556
Q06587	Q06587	RING1_HUMAN	RING1_HUMAN	E3 ubiquitin-protein ligase RING1	836268	793375	785445	908402	825947	857526	778036	973940
Q06587;Q99496	Q99496;Q06587	RING1_HUMAN;RING2_HUMAN	RING1_HUMAN;RNF2_HUMAN	E3 ubiquitin-protein ligase RING1	1.0958e+06	934769	986430	985661	1.00975e+06	1.01853e+06	1.07139e+06	1.06941e+06
Q06604	Q06604	BSP1_YEAST	BSP1_YEAST	Protein BSP1	460332	295335	467459			148115		
Q06608	Q06608	PDXH_YEAST	YPR172W_YEAST	Pyridoxamine 5'-phosphate oxidase homolog	2.33779e+06	2.10645e+06	1.99609e+06	2.02381e+06	931297	992607	978485	909898
Q06616	Q06616	YP174_YEAST	YPR174C_YEAST	Nuclear envelope protein YPR174C	378577	357841	359168	366797	174016	185050		
Q06623	Q06623	HDA3_YEAST	HDA3_YEAST	HDA1 complex subunit 3	164985	159759	134936	145298		18534.9	4437.9	
Q06624	Q06624	RHC31_YEAST	AOS1_YEAST	DNA damage tolerance protein RHC31	645561	652981	703717	613933	293650	172289	303923	324143
Q06625	Q06625	GDE_YEAST	GDB1_YEAST	Glycogen debranching enzyme	4.73279e+06	4.63167e+06	4.78988e+06	4.36387e+06	2.10641e+06	2.18577e+06	2.21575e+06	2.34519e+06
Q06628	Q06628	ATG13_YEAST	ATG13_YEAST	Autophagy-related protein 13	40971.4	46397.7	53320.4	31690.2				
Q06629	Q06629	HDA2_YEAST	HDA2_YEAST	HDA1 complex subunit 2	363438	347726	352308	293433	153112	91598.3		182765
Q06630	Q06630	MHR1_YEAST	MHR1_YEAST	Mitochondrial homologous recombination protein 1	182304	208832	153577	177365	99040.9	112651	118737	97570.6
Q06631	Q06631	BFR2_YEAST	BFR2_YEAST	Protein BFR2	696773	774285	734397	717985	335948	372597	330195	252924
Q06632	Q06632	CFT1_YEAST	CFT1_YEAST	Protein CFT1	379759	350854	308476	333929	158147	186442	150911	182262
Q06636	Q06636	GPI11_YEAST	GPI11_YEAST	Glycosylphosphatidylinositol anchor biosynthesis protein 11	77199.3	138839	43861.3	179924				
Q06639	Q06639	RSC3_YEAST	RSC3_YEAST	Chromatin structure-remodeling complex protein RSC3	801408	775927	696906	683407	355549	398640	376386	343670
Q06644	Q06644	PMT7_YEAST	PMT7_YEAST	Probable dolichyl-phosphate-mannose--protein mannosyltransferase 7	90233	187827	225846	177823		43330.4	29941.3	
Q06668	Q06668	OMS1_YEAST	OMS1_YEAST	Methyltransferase OMS1, mitochondrial	160920	191157	212617	105027	64836.6	62575.5	51782.8	59177.3
Q06671	Q06671	ATG23_YEAST	ATG23_YEAST	Autophagy-related protein 23	145934	129520	7871.12					
Q06672	Q06672	TSR2_YEAST	TSR2_YEAST	Pre-rRNA-processing protein TSR2	361206	437928	539031	386934				
Q06677	Q06677	SWA2_YEAST	SWA2_YEAST	Auxilin-like clathrin uncoating factor SWA2	678245	724751	646412	730500	337238	274300	311208	288300
Q06678	Q06678	RM35_YEAST	MRPL35_YEAST	54S ribosomal protein L35, mitochondrial	203027	183329	201990	216001	83321.4	92130.3		59818.4
Q06679	Q06679	UTP4_YEAST	UTP4_YEAST	U3 small nucleolar RNA-associated protein 4	843102	950905	754822	743797	388711	366695	374112	417178
Q06680	Q06680	CND3_YEAST	YCG1_YEAST	Condensin complex subunit 3	102570	73134.9	97528	81837.1	43542.8	62899	41595.8	45626.6
Q06681	Q06681	YSP2_YEAST	YSP2_YEAST	Membrane-anchored lipid-binding protein YSP2	364512	412988						162969
Q06682	Q06682	UBX5_YEAST	UBX5_YEAST	UBX domain-containing protein 5	553475	628643	645522	597718	291143	310700	322371	319910
Q06685	Q06685	VIP1_YEAST	VIP1_YEAST	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	1.55151e+06	1.56259e+06	1.50686e+06	1.53921e+06	716687	697900	682554	747222
Q06688	Q06688	SRR1L_YEAST	BER1_YEAST	SRR1-like protein BER1	241730	281368	255744	284439				
Q06689	Q06689	YL413_YEAST	YLR413W_YEAST	Cell membrane protein YLR413W	133957		101498				38379.1	
Q06696	Q06696	VPS36_YEAST	VPS36_YEAST	Vacuolar protein-sorting-associated protein 36	180050	281138	118681	257399		113478		
Q06697	Q06697	CDC73_YEAST	CDC73_YEAST	Cell division control protein 73	984276	1.0987e+06	1.02058e+06	844703	433579	407675	295886	518751
Q06698	Q06698	YL419_YEAST	YLR419W_YEAST	Putative ATP-dependent RNA helicase YLR419W	1.02455e+06	1.00866e+06	1.04323e+06	1.21183e+06	411646	538520	408882	500131
Q06704	Q06704	IMH1_YEAST	IMH1_YEAST	Golgin IMH1	654518	685201	675037	627130	281360	258631	302972	268949
Q06705	Q06705	CSR1_YEAST	CSR1_YEAST	Phosphatidylinositol transfer protein CSR1	1.34714e+06	1.53498e+06	1.43649e+06	1.35259e+06	583337	650580	557622	718214
Q06706	Q06706	ELP1_YEAST	IKI3_YEAST	Elongator complex protein 1	833608	810704	830660	975251	308673	351942	280281	350133
Q06708	Q06708	VAC14_YEAST	VAC14_YEAST	Vacuole morphology and inheritance protein 14	430284	464200	416485	441372	243274	185504	159869	178426
Q06709	Q06709	REH1_YEAST	REH1_YEAST	Cytoplasmic 60S subunit biogenesis factor REH1	3.11605e+06	3.42083e+06	2.44395e+06	2.82584e+06	1.30245e+06	1.27824e+06	1.1769e+06	1.26873e+06
Q06787	Q06787	FMR1_HUMAN	FMR1_HUMAN	Synaptic functional regulator FMR1	3.28001e+06	3.13704e+06	2.87995e+06	3.30479e+06	3.13311e+06	2.92183e+06	3.22091e+06	2.70621e+06
Q06815	Q06815	MRL1_YEAST	MRL1_YEAST	Mannose 6-phosphate receptor-like protein 1	305122	295152	334220	411252				
Q06817	Q06817	SYG2_YEAST	GRS2_YEAST	Glycine--tRNA ligase 2	169774	174648	216374	129311				
Q06819	Q06819	DIB1_YEAST	DIB1_YEAST	Spliceosomal protein DIB1	454835	145030	402673	103228				
Q06828	Q06828	FMOD_HUMAN	FMOD_HUMAN	Fibromodulin		138347	143136		226928	93234.2	196294	249033
Q06830	Q06830	PRDX1_HUMAN	PRDX1_HUMAN	Peroxiredoxin-1	1.87945e+08	1.85395e+08	1.89499e+08	1.86884e+08	1.8874e+08	1.88715e+08	1.88024e+08	1.90561e+08
Q06830;Q13162	Q13162;Q06830	PRDX1_HUMAN;PRDX4_HUMAN	PRDX1_HUMAN;PRDX4_HUMAN	Peroxiredoxin-1	1.14051e+08	1.16133e+08	1.22397e+08	1.14655e+08	1.14943e+08	1.19022e+08	1.18431e+08	1.19575e+08
Q06833	Q06833	NVJ2_YEAST	NVJ2_YEAST	Nucleus-vacuole junction protein 2	1.02626e+06	1.07279e+06	989497	938512	489241	462590	501180	481140
Q06839	Q06839	YP097_YEAST	YPR097W_YEAST	PX domain-containing protein YPR097W	725051	733760	625864	642904		337396		344945
Q06891	Q06891	RAF_YEAST	RAF1_YEAST	Trans-acting factor D	478276	424366	531774	410080		166972	129325	201397
Q07020	Q07020	RL18_HUMAN	RPL18_HUMAN	60S ribosomal protein L18	5.10752e+07	5.07915e+07	5.2209e+07	5.10574e+07	5.02331e+07	5.04759e+07	5.07175e+07	5.14005e+07
Q07021	Q07021	C1QBP_HUMAN	C1QBP_HUMAN	Complement component 1 Q subcomponent-binding protein, mitochondrial	2.44162e+07	2.47193e+07	2.39695e+07	2.39038e+07	2.46304e+07	2.44923e+07	2.50457e+07	2.48364e+07
Q07065	Q07065	CKAP4_HUMAN	CKAP4_HUMAN	Cytoskeleton-associated protein 4	3.55629e+06	3.38252e+06	3.66003e+06	3.45463e+06	3.65434e+06	3.58821e+06	3.66457e+06	3.67533e+06
Q07084	Q07084	SSK1_YEAST	SSK1_YEAST	Osmolarity two-component system protein SSK1	115723	98824.5	110779	74319.4		26740.1		
Q07157	Q07157	ZO1_HUMAN	TJP1_HUMAN	Tight junction protein ZO-1	828194	796553	808559	747142	866523	881182	848768	863075
Q07350	Q07350	PRP11_YEAST	PRP11_YEAST	Pre-mRNA-splicing factor PRP11	95246.4	142496	141300	213975	18445.7	17650.8		32770.5
Q07362	Q07362	PBP4_YEAST	PBP4_YEAST	Protein PBP4	997680	1.0018e+06	893209	1.00344e+06	427558	416752	386335	421733
Q07381	Q07381	TSR1_YEAST	TSR1_YEAST	Ribosome biogenesis protein TSR1	483175	482691	506320	478810	210220	220254	203574	230835
Q07395	Q07395	SYO1_YEAST	SYO1_YEAST	Synchronized import protein 1	1.01961e+06	1.14593e+06	801052	751668	432730	170636		428182
Q07418	Q07418	PEX19_YEAST	PEX19_YEAST	Peroxisomal membrane protein import receptor PEX19	1.47203e+06	1.46287e+06	1.53437e+06	1.31766e+06	715027	728094	687025	657203
Q07451	Q07451	YET3_YEAST	YET3_YEAST	Endoplasmic reticulum transmembrane protein 3	1.64549e+07	1.6286e+07	1.60648e+07	1.76756e+07	6.86381e+06	7.63961e+06	7.267e+06	7.58111e+06
Q07457	Q07457	BRE1_YEAST	BRE1_YEAST	E3 ubiquitin-protein ligase BRE1	1.3944e+07	1.35707e+07	1.23947e+07	1.38966e+07	6.57826e+06	6.61033e+06	7.06052e+06	5.92845e+06
Q07458	Q07458	RXT3_YEAST	RXT3_YEAST	Transcriptional regulatory protein RXT3	120658	57795.9	93023.7	35481.9	24856.1	38432.1	25430.4	13390.5
Q07468	Q07468	VAM6_YEAST	VAM6_YEAST	Vacuolar morphogenesis protein 6	127415	80001.5	108487	78767.4			35824.4	
Q07478	Q07478	SUB2_YEAST	SUB2_YEAST	ATP-dependent RNA helicase SUB2	2.17632e+07	2.17291e+07	2.20293e+07	2.09503e+07	9.96948e+06	1.00888e+07	1.01799e+07	1.02093e+07
Q07505	Q07505	DLHH_YEAST	YDL086W_YEAST	Putative carboxymethylenebutenolidase	2.49089e+06	2.71554e+06	2.66772e+06	2.82967e+06	1.14046e+06	1.18243e+06	1.12367e+06	1.18598e+06
Q07508	Q07508	LUC7_YEAST	LUC7_YEAST	Protein LUC7	93249		29583.4	75474.5				
Q07527	Q07527	TRM3_YEAST	TRM3_YEAST	tRNA (guanosine(18)-2'-O)-methyltransferase	781953	668760	768967	749531	249775	295983	327520	240318
Q07528	Q07528	ATG20_YEAST	ATG20_YEAST	Autophagy-related protein 20	454595	549849	491485	352405				149815
Q07532	Q07532	IWR1_YEAST	IWR1_YEAST	RNA polymerase II nuclear localization protein IWR1	213979	239537	193608	221828	88685.1	97428.4	91425.9	
Q07533	Q07533	CYK3_YEAST	CYK3_YEAST	Cytokinesis protein 3	63116.4	26593.1		52720.3	40744.5	29962.7		
Q07540	Q07540	FRDA_YEAST	YFH1_YEAST	Frataxin homolog, mitochondrial	1.2277e+06	1.31764e+06	958941	914448	614077	455355	633665	
Q07541	Q07541	EXP1_YEAST	EXP1_YEAST	ER export of PMA1 protein 1	868839	815679	848294	821702	375424	352863	385681	404840
Q07549	Q07549	SNA4_YEAST	SNA4_YEAST	Protein SNA4	682934	693646	749853	523257	276250	276411	280479	326403
Q07551	Q07551	KAR_YEAST	YDL124W_YEAST	NADPH-dependent alpha-keto amide reductase	1.41633e+07	1.42418e+07	1.44973e+07	1.4589e+07	6.77771e+06	6.79152e+06	6.66562e+06	6.78127e+06
Q07589	Q07589	YD144_YEAST	YDL144C_YEAST	Uncharacterized protein YDL144C	1.0359e+06	1.01075e+06	926288	993180	451367	357449	410245	414637
Q07617	Q07617	SPAG1_HUMAN	SPAG1_HUMAN	Sperm-associated antigen 1	259906	317910	245494	287529	355852	342682	316842	330988
Q07622	Q07622	ACK1_YEAST	ACK1_YEAST	Activator of C kinase protein 1	151105	138959	148956	166279				72958.1
Q07623	Q07623	NOP6_YEAST	NOP6_YEAST	Nucleolar protein 6	654140	674669	685416	639469	256741	287918	222128	283382
Q07648	Q07648	DTD_YEAST	DTD1_YEAST	D-aminoacyl-tRNA deacylase	1.57572e+06	1.3681e+06	1.2881e+06	1.44866e+06	505318	587963	638117	491115
Q07651	Q07651	FMP45_YEAST	FMP45_YEAST	SUR7 family protein FMP45	2.05965e+06	2.43661e+06	2.44576e+06	2.34331e+06	1.065e+06	1.13199e+06	1.06551e+06	1.21254e+06
Q07653	Q07653	HBT1_YEAST	HBT1_YEAST	Protein HBT1	3.20439e+06	3.22292e+06	3.18082e+06	2.9232e+06	1.43462e+06	1.40209e+06	1.41849e+06	1.40635e+06
Q07655	Q07655	WHI4_YEAST	WHI4_YEAST	Protein WHI4	641602	762935	574559	731816	266493	227099	359516	269481
Q07657	Q07657	SHS1_YEAST	SHS1_YEAST	Seventh homolog of septin 1	1.83653e+06	1.87431e+06	1.72912e+06	1.75771e+06	773545	768867	843068	714160
Q07666	Q07666	KHDR1_HUMAN	KHDRBS1_HUMAN	KH domain-containing, RNA-binding, signal transduction-associated protein 1	1.89939e+07	1.91414e+07	2.07755e+07	1.5574e+07	2.1036e+07	2.08757e+07	2.13683e+07	2.07613e+07
Q07688	Q07688	YPD1_YEAST	YPD1_YEAST	Phosphorelay intermediate protein YPD1	1.73086e+06	1.7769e+06	1.84101e+06	1.41409e+06	777454	902177	630191	788569
Q07716	Q07716	AIM6_YEAST	AIM6_YEAST	Altered inheritance of mitochondria protein 6	1.37468e+06	1.3473e+06	1.36908e+06	1.29344e+06	599535	619645	618091	685269
Q07794	Q07794	RT109_YEAST	RTT109_YEAST	Histone acetyltransferase RTT109	93300.9	78916.7	127093					
Q07800	Q07800	PSR1_YEAST	PSR1_YEAST	Phosphatase PSR1	549814	633536	476753	605239	322994	282141	240111	247063
Q07807	Q07807	PUF3_YEAST	PUF3_YEAST	mRNA-binding protein PUF3	2.21026e+06	2.27734e+06	2.35007e+06	2.20515e+06	1.04353e+06	1.0198e+06	1.02491e+06	960585
Q07807;Q14671;Q8TB72	Q14671;Q8TB72;Q07807	PUF3_YEAST;PUM1_HUMAN;PUM2_HUMAN	PUF3_YEAST;PUM1_HUMAN;PUM2_HUMAN	mRNA-binding protein PUF3		17266.6						
Q07812	Q07812	BAX_HUMAN	BAX_HUMAN	Apoptosis regulator BAX	2.95029e+06	3.24579e+06	2.88403e+06	2.60181e+06	3.34283e+06	3.19273e+06	3.26302e+06	3.04038e+06
Q07817	Q07817	B2CL1_HUMAN	BCL2L1_HUMAN	Bcl-2-like protein 1	30831.9	29695.5	29657.2		21342.9	47713.6		30899.2
Q07820	Q07820	MCL1_HUMAN	MCL1_HUMAN	Induced myeloid leukemia cell differentiation protein Mcl-1				23549.7		50125.6	63300.7	40543.4
Q07821	Q07821	ISA1_YEAST	ISA1_YEAST	Iron-sulfur assembly protein 1	60785		27476.8	22608.4				
Q07824	Q07824	TPO1_YEAST	TPO1_YEAST	Polyamine transporter 1	186790	220752	147768	176657	88434.4	87414.9	81367.2	76771.7
Q07825	Q07825	FRA1_YEAST	FRA1_YEAST	Putative Xaa-Pro aminopeptidase FRA1	2.3334e+06	2.50002e+06	2.38996e+06	2.06352e+06	934792	1.01073e+06	981240	1.0017e+06
Q07834	Q07834	YL032_YEAST	YLL032C_YEAST	KH domain-containing protein YLL032C	183583	221648	179987	205455	115135	98899.1	110204	103056
Q07844	Q07844	RIX7_YEAST	RIX7_YEAST	Ribosome biogenesis ATPase RIX7	366288	390807	378371	367040	189649	184035	178271	179153
Q07864	Q07864;P21951	DPOE1_HUMAN	POLE_HUMAN	DNA polymerase epsilon catalytic subunit A	483767	429005	455130	485538	513386	483482	468041	531175
Q07866	Q07866	KLC1_HUMAN	KLC1_HUMAN	Kinesin light chain 1	1.11362e+06	1.14729e+06	1.16999e+06	1.06988e+06	1.15674e+06	1.21911e+06	1.20725e+06	1.2432e+06
Q07866;Q9H0B6	Q07866;Q9H0B6	KLC1_HUMAN;KLC2_HUMAN	KLC1_HUMAN;KLC2_HUMAN	Kinesin light chain 1	2.23393e+06	2.12736e+06	2.11753e+06	2.16066e+06	2.28632e+06	2.63693e+06	2.5644e+06	2.4838e+06
Q07866;Q9H0B6;Q9NSK0	Q07866;Q9H0B6;Q9NSK0	KLC1_HUMAN;KLC2_HUMAN;KLC4_HUMAN	KLC1_HUMAN;KLC2_HUMAN;KLC4_HUMAN	Kinesin light chain 1	2.85597e+06	2.90265e+06	2.77636e+06	2.66594e+06	2.91452e+06	3.1482e+06	2.93172e+06	2.95484e+06
Q07866;Q9NSK0	Q07866;Q6P597;Q9NSK0	KLC1_HUMAN;KLC4_HUMAN	KLC1_HUMAN;KLC4_HUMAN	Kinesin light chain 1	402166	308592	325386	217065	325806	350757	341799	305140
Q07872	Q07872	ENT4_YEAST	ENT4_YEAST	Epsin-4	222413	169654		214264			82813	
Q07878	Q07878	VPS13_YEAST	VPS13_YEAST	Vacuolar protein sorting-associated protein 13	1.7161e+06	1.83393e+06	1.76124e+06	1.62038e+06	878171	826995	814249	804655
Q07895	Q07895	YL001_YEAST	YLR001C_YEAST	FAS1 domain-containing protein YLR001C	24689.2	18106.1	30883.6	6561.31				
Q07896	Q07896	NOC3_YEAST	NOC3_YEAST	Nucleolar complex-associated protein 3	455986	437026	454254	420304	190920	259701	245388	206723
Q07897	Q07897	CMS1_YEAST	CMS1_YEAST	Protein CMS1	423406	431452	366295	405172	157814	167268	125297	78018.2
Q07914	Q07914	TIM14_YEAST	PAM18_YEAST	Mitochondrial import inner membrane translocase subunit TIM14	909114	876672	978601	778750	544605	507720	551451	562382
Q07915	Q07915	RLP24_YEAST	RLP24_YEAST	Ribosome biogenesis protein RLP24	871702	1.03607e+06	1.16515e+06	774529				477245
Q07923	Q07923	LOT6_YEAST	LOT6_YEAST	NAD(P)H-dependent FMN reductase LOT6	140709	119638	164337	219659	145493	234530	267646	
Q07951	Q07951	POC3_YEAST	IRC25_YEAST	Proteasome chaperone 3	118868	94026	67790.7	97937.7		23023.4	10842.5	
Q07953	Q07953	SDO1_YEAST	SDO1_YEAST	Ribosome maturation protein SDO1	1.27151e+06	1.31044e+06	1.22746e+06	1.03974e+06	607442	609006	627959	576115
Q07954	Q07954	LRP1_HUMAN	LRP1_HUMAN	Prolow-density lipoprotein receptor-related protein 1					20503.3	29859.9	29127.6	44173.8
Q07955	Q07955	SRSF1_HUMAN	SRSF1_HUMAN	Serine/arginine-rich splicing factor 1	3.39601e+07	3.45058e+07	3.38655e+07	3.22044e+07	3.4144e+07	3.4642e+07	3.38086e+07	3.41596e+07
Q07960	Q07960	RHG01_HUMAN	ARHGAP1_HUMAN	Rho GTPase-activating protein 1	3.21976e+06	3.12913e+06	2.96735e+06	3.10488e+06	3.10753e+06	3.05978e+06	3.20499e+06	3.03963e+06
Q07963	Q07963	UBR2_YEAST	UBR2_YEAST	E3 ubiquitin-protein ligase UBR2	78278.1	84361	62747.9	88916	28967.1	23584.5	32388.5	31581.3
Q07979	Q07979	RSC58_YEAST	RSC58_YEAST	Chromatin structure-remodeling complex protein RSC58	723591	700508	691750	647762	320972	304636	337114	326915
Q08001	Q08001	LAM6_YEAST	LAM6_YEAST	Membrane-anchored lipid-binding protein LAM6	53439							
Q08023	Q08023	FMP25_YEAST	FMP25_YEAST	Protein FMP25, mitochondrial	208656	217015	182345	182418	90129.4			103225
Q08032	Q08032	CDC45_YEAST	CDC45_YEAST	Cell division control protein 45				9759.94				
Q08045	Q08045	LCL2_YEAST	LCL2_YEAST	Long chronological lifespan protein 2	451190	472017	471026	332778				
Q08096	Q08096	RCL1_YEAST	RCL1_YEAST	RNA 3'-terminal phosphate cyclase-like protein	456436	442108	345688	315376	212765	185140	167471	182698
Q08109	Q08109	HRD1_YEAST	HRD1_YEAST	ERAD-associated E3 ubiquitin-protein ligase HRD1				293063		33356.3		
Q08117	Q08117	TLE5_HUMAN	TLE5_HUMAN	TLE family member 5	387050	361833			458475	336984	486314	
Q08144	Q08144	TLG2_YEAST	TLG2_YEAST	t-SNARE affecting a late Golgi compartment protein 2	81517.1	117310	117686	76158.2	64474.5	70926.1		
Q08162	Q08162	RRP44_YEAST	DIS3_YEAST	Exosome complex exonuclease DIS3	1.36914e+06	1.34145e+06	1.37092e+06	1.11652e+06	637397	548234	556227	604649
Q08170	Q08170	SRSF4_HUMAN	SRSF4_HUMAN	Serine/arginine-rich splicing factor 4	4.37928e+06	3.73533e+06	4.24517e+06	3.64439e+06	3.08743e+06	4.12704e+06	3.90051e+06	4.32514e+06
Q08170;Q13243;Q13247	Q13247;Q08170;Q13243	SRSF4_HUMAN;SRSF5_HUMAN;SRSF6_HUMAN	SRSF4_HUMAN;SRSF5_HUMAN;SRSF6_HUMAN	Serine/arginine-rich splicing factor 4	3.77123e+07	3.75261e+07	3.66983e+07	3.90466e+07	3.69586e+07	3.98021e+07	3.65617e+07	3.55503e+07
Q08170;Q13247	Q13247;Q08170	SRSF4_HUMAN;SRSF6_HUMAN	SRSF4_HUMAN;SRSF6_HUMAN	Serine/arginine-rich splicing factor 4	8.62843e+06	8.37396e+06	8.22158e+06	6.47497e+06	8.23927e+06	7.29882e+06	7.7586e+06	8.7314e+06
Q08179	Q08179	MDM38_YEAST	MDM38_YEAST	Mitochondrial distribution and morphology protein 38	1.84327e+06	1.8701e+06	2.15079e+06	2.03653e+06	764924	784379	761975	975337
Q08193	Q08193	GAS5_YEAST	GAS5_YEAST	1,3-beta-glucanosyltransferase GAS5	1.18235e+07	1.18088e+07	1.30164e+07	1.1369e+07	6.30258e+06	5.84403e+06	6.20189e+06	6.26698e+06
Q08199	Q08199	SIL1_YEAST	SIL1_YEAST	Nucleotide exchange factor SIL1	416799	348197	428190	394545	163741	213423	208493	167220
Q08202	Q08202	OPI10_YEAST	OPI10_YEAST	Protein OPI10	250918	199570	212072	259374		31483.3	78461.6	125439
Q08208	Q08208	NOP12_YEAST	NOP12_YEAST	Nucleolar protein 12	1.47607e+06	1.63533e+06	1.64891e+06	1.41579e+06	651065	667547	786710	577180
Q08209	Q08209;P16298	PP2BA_HUMAN	PPP3CA_HUMAN	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	1.29831e+06	1.26302e+06	1.28895e+06	1.26175e+06	1.33672e+06	1.26793e+06	1.43452e+06	1.38551e+06
Q08211	Q08211	DHX9_HUMAN	DHX9_HUMAN	ATP-dependent RNA helicase A	3.40745e+07	3.41996e+07	3.40996e+07	3.07405e+07	3.42173e+07	3.43447e+07	3.44116e+07	3.46074e+07
Q08217	Q08217	PSK2_YEAST	PSK2_YEAST	Serine/threonine-protein kinase PSK2	149089	135331	135746	155064	70823	93340.6		83161.9
Q08220	Q08220	GSHB_YEAST	GSH2_YEAST	Glutathione synthetase	2.50542e+06	2.64781e+06	2.62536e+06	2.6073e+06	1.2757e+06	1.23949e+06	1.20772e+06	1.21973e+06
Q08224	Q08224	THI20_YEAST	THI20_YEAST	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase THI20		94365.4		117555				
Q08225	Q08225	DPP3_YEAST	YOL057W_YEAST	Probable dipeptidyl peptidase 3	2.08826e+06	1.92077e+06	1.83209e+06	2.05677e+06	679247	857737	894040	891039
Q08226	Q08226	CRT10_YEAST	CRT10_YEAST	Protein CRT10	26282.7	34422.4						
Q08227	Q08227	INP54_YEAST	INP54_YEAST	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase INP54	249147	305105	264477	263276	72861.6	112877	139128	110941
Q08229	Q08229	NBA1_YEAST	NBA1_YEAST	Protein NBA1	594822	564314	626228	589815	272134	248390	249198	244784
Q08230	Q08230	SDHF2_YEAST	SDH5_YEAST	Succinate dehydrogenase assembly factor 2, mitochondrial	1.26859e+06	1.06117e+06	1.04099e+06	842379	550251	422462	553143	512062
Q08232	Q08232	DSC2_YEAST	DSC2_YEAST	DSC E3 ubiquitin ligase complex subunit 2	257002	253346	212787	205717			121169	
Q08235	Q08235	BRX1_YEAST	BRX1_YEAST	Ribosome biogenesis protein BRX1	1.22951e+06	1.16636e+06	1.16229e+06	1.23886e+06	385625	558159	538298	409322
Q08245	Q08245	ZEO1_YEAST	ZEO1_YEAST	Protein ZEO1	6.54367e+07	6.43463e+07	6.59727e+07	6.2826e+07	3.10522e+07	2.97072e+07	2.98675e+07	3.25176e+07
Q08257	Q08257	QOR_HUMAN	CRYZ_HUMAN	Quinone oxidoreductase	1.69603e+06	1.74851e+06	1.89524e+06	1.76966e+06	1.91889e+06	1.93176e+06	1.89703e+06	1.85694e+06
